,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,ID,card_num
3307,F,N,N,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-18571,-4602,1,0,0,,2.0,-17.0,2.0,F & N & N & 1 & 157500.0 & Working & Secondary / secondary special & Widow & House / apartment & -18571 & -4602 & 1 & 0 & 0 & 2.0,6.0
3308,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,0,0,0,Laborers,3.0,-17.0,2.0,F & N & N & 1 & 180000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -14122 & -796 & 0 & 0 & 0 & 3.0,7.0
3309,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21720,365243,0,0,1,,1.0,-17.0,2.0,F & N & Y & 0 & 103500.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -21720 & 365243 & 0 & 0 & 1 & 1.0,6.0
3310,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20170,365243,0,1,0,,2.0,-17.0,0.0,F & N & Y & 0 & 112500.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -20170 & 365243 & 0 & 1 & 0 & 2.0,2.0
3311,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13868,-415,0,0,0,Laborers,2.0,-17.0,1.0,F & N & Y & 0 & 112500.0 & Working & Secondary / secondary special & Married & House / apartment & -13868 & -415 & 0 & 0 & 0 & 2.0,7.0
3312,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-11543,-979,0,0,0,Sales staff,1.0,-17.0,2.0,F & N & Y & 0 & 112500.0 & Working & Secondary / secondary special & Separated & House / apartment & -11543 & -979 & 0 & 0 & 0 & 1.0,3.0
3313,F,N,Y,0,129150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13742,-2308,0,0,0,Drivers,1.0,-17.0,2.0,F & N & Y & 0 & 129150.0 & Commercial associate & Secondary / secondary special & Single / not married & House / apartment & -13742 & -2308 & 0 & 0 & 0 & 1.0,3.0
3314,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11127,-494,1,0,0,Laborers,1.0,-17.0,2.0,F & N & Y & 0 & 135000.0 & Commercial associate & Incomplete higher & Single / not married & House / apartment & -11127 & -494 & 1 & 0 & 0 & 1.0,1.0
3315,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-504,0,0,0,Laborers,2.0,-17.0,2.0,F & N & Y & 0 & 135000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -15491 & -504 & 0 & 0 & 0 & 2.0,6.0
3316,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22284,365243,0,0,0,,1.0,-17.0,2.0,F & N & Y & 0 & 135000.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -22284 & 365243 & 0 & 0 & 0 & 1.0,1.0
3317,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10066,-3026,1,1,0,High skill tech staff,1.0,-17.0,1.0,F & N & Y & 0 & 135000.0 & State servant & Secondary / secondary special & Single / not married & House / apartment & -10066 & -3026 & 1 & 1 & 0 & 1.0,4.0
3318,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-21977,-9447,0,0,0,High skill tech staff,1.0,-17.0,1.0,F & N & Y & 0 & 135000.0 & Working & Secondary / secondary special & Widow & House / apartment & -21977 & -9447 & 0 & 0 & 0 & 1.0,1.0
3319,F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,0,1,0,High skill tech staff,2.0,-17.0,0.0,F & N & Y & 0 & 144000.0 & State servant & Secondary / secondary special & Married & House / apartment & -18136 & -10110 & 0 & 1 & 0 & 2.0,6.0
3320,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22827,365243,0,0,0,,2.0,-17.0,2.0,F & N & Y & 0 & 148500.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -22827 & 365243 & 0 & 0 & 0 & 2.0,1.0
3321,F,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-12279,-1844,1,0,0,Laborers,2.0,-17.0,1.0,F & N & Y & 0 & 148500.0 & Working & Secondary / secondary special & Married & House / apartment & -12279 & -1844 & 1 & 0 & 0 & 2.0,6.0
3322,F,N,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-18868,-726,0,1,0,,2.0,-17.0,2.0,F & N & Y & 0 & 153000.0 & Working & Secondary / secondary special & Married & House / apartment & -18868 & -726 & 0 & 1 & 0 & 2.0,1.0
3323,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4491,0,0,0,Laborers,2.0,-17.0,1.0,F & N & Y & 0 & 157500.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -15256 & -4491 & 0 & 0 & 0 & 2.0,2.0
3324,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-23002,365243,0,0,0,,2.0,-17.0,2.0,F & N & Y & 0 & 157500.0 & Pensioner & Higher education & Married & House / apartment & -23002 & 365243 & 0 & 0 & 0 & 2.0,1.0
3325,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,0,0,0,,1.0,-17.0,1.0,F & N & Y & 0 & 157500.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -23774 & 365243 & 0 & 0 & 0 & 1.0,6.0
3326,F,N,Y,0,157500.0,Working,Higher education,Civil marriage,With parents,-8238,-674,0,0,0,Accountants,2.0,-17.0,1.0,F & N & Y & 0 & 157500.0 & Working & Higher education & Civil marriage & With parents & -8238 & -674 & 0 & 0 & 0 & 2.0,7.0
3327,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19862,-748,0,0,0,,2.0,-17.0,0.0,F & N & Y & 0 & 157500.0 & Working & Secondary / secondary special & Married & House / apartment & -19862 & -748 & 0 & 0 & 0 & 2.0,1.0
3328,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,0,0,0,Laborers,1.0,-17.0,2.0,F & N & Y & 0 & 157500.0 & Working & Secondary / secondary special & Single / not married & House / apartment & -18650 & -1892 & 0 & 0 & 0 & 1.0,5.0
3329,F,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20124,-2412,0,0,0,Cooking staff,1.0,-17.0,2.0,F & N & Y & 0 & 162000.0 & Working & Secondary / secondary special & Single / not married & House / apartment & -20124 & -2412 & 0 & 0 & 0 & 1.0,1.0
3330,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-14401,365243,0,0,0,,1.0,-17.0,2.0,F & N & Y & 0 & 180000.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -14401 & 365243 & 0 & 0 & 0 & 1.0,1.0
3331,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23059,365243,0,0,0,,1.0,-17.0,2.0,F & N & Y & 0 & 180000.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -23059 & 365243 & 0 & 0 & 0 & 1.0,5.0
3332,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20009,-292,1,1,0,Sales staff,1.0,-17.0,2.0,F & N & Y & 0 & 202500.0 & Commercial associate & Secondary / secondary special & Single / not married & House / apartment & -20009 & -292 & 1 & 1 & 0 & 1.0,1.0
3333,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15168,-1489,0,0,0,Sales staff,2.0,-17.0,2.0,F & N & Y & 0 & 202500.0 & Working & Secondary / secondary special & Civil marriage & House / apartment & -15168 & -1489 & 0 & 0 & 0 & 2.0,1.0
3334,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-1503,0,0,0,Medicine staff,2.0,-17.0,2.0,F & N & Y & 0 & 202500.0 & Working & Secondary / secondary special & Married & House / apartment & -16784 & -1503 & 0 & 0 & 0 & 2.0,2.0
3335,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,Laborers,2.0,-17.0,1.0,F & N & Y & 0 & 216000.0 & Working & Secondary / secondary special & Married & House / apartment & -18873 & -12169 & 1 & 1 & 1 & 2.0,5.0
3336,F,N,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12756,-1169,1,1,0,Sales staff,2.0,-17.0,2.0,F & N & Y & 0 & 225000.0 & Commercial associate & Higher education & Civil marriage & House / apartment & -12756 & -1169 & 1 & 1 & 0 & 2.0,1.0
3337,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-11648,-1478,0,0,1,Managers,2.0,-17.0,0.0,F & N & Y & 0 & 247500.0 & Commercial associate & Higher education & Married & House / apartment & -11648 & -1478 & 0 & 0 & 1 & 2.0,2.0
3338,F,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17158,-6809,0,0,0,Laborers,2.0,-17.0,2.0,F & N & Y & 0 & 247500.0 & Working & Secondary / secondary special & Civil marriage & House / apartment & -17158 & -6809 & 0 & 0 & 0 & 2.0,2.0
3339,F,N,Y,0,274500.0,Working,Higher education,Civil marriage,House / apartment,-19808,-390,1,0,0,,2.0,-17.0,0.0,F & N & Y & 0 & 274500.0 & Working & Higher education & Civil marriage & House / apartment & -19808 & -390 & 1 & 0 & 0 & 2.0,4.0
3340,F,N,Y,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,0,0,0,,1.0,-17.0,2.0,F & N & Y & 0 & 283500.0 & Pensioner & Higher education & Separated & House / apartment & -22464 & 365243 & 0 & 0 & 0 & 1.0,3.0
3341,F,N,Y,0,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16181,-117,0,1,1,Private service staff,1.0,-17.0,2.0,F & N & Y & 0 & 288000.0 & Commercial associate & Secondary / secondary special & Widow & House / apartment & -16181 & -117 & 0 & 1 & 1 & 1.0,3.0
3342,F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14098,-5573,0,0,0,Laborers,2.0,-17.0,2.0,F & N & Y & 0 & 292500.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -14098 & -5573 & 0 & 0 & 0 & 2.0,1.0
3343,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16888,-3521,0,1,0,Medicine staff,2.0,-17.0,2.0,F & N & Y & 0 & 292500.0 & Working & Secondary / secondary special & Married & House / apartment & -16888 & -3521 & 0 & 1 & 0 & 2.0,2.0
3344,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,-21590,365243,0,0,0,,2.0,-17.0,2.0,F & N & Y & 0 & 306000.0 & Pensioner & Higher education & Married & House / apartment & -21590 & 365243 & 0 & 0 & 0 & 2.0,1.0
3345,F,N,Y,0,337500.0,State servant,Higher education,Married,House / apartment,-10869,-567,1,0,1,Core staff,2.0,-17.0,1.0,F & N & Y & 0 & 337500.0 & State servant & Higher education & Married & House / apartment & -10869 & -567 & 1 & 0 & 1 & 2.0,1.0
3346,F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-17965,-2775,0,1,0,Private service staff,1.0,-17.0,0.0,F & N & Y & 0 & 360000.0 & Commercial associate & Higher education & Separated & House / apartment & -17965 & -2775 & 0 & 1 & 0 & 1.0,4.0
3347,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22295,365243,0,0,0,,2.0,-17.0,1.0,F & N & Y & 0 & 360000.0 & Pensioner & Higher education & Married & House / apartment & -22295 & 365243 & 0 & 0 & 0 & 2.0,7.0
3348,F,N,Y,0,382500.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-11579,-1161,0,0,0,Accountants,2.0,-17.0,2.0,F & N & Y & 0 & 382500.0 & Commercial associate & Incomplete higher & Married & Municipal apartment & -11579 & -1161 & 0 & 0 & 0 & 2.0,2.0
3349,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,0,0,0,,2.0,-17.0,0.0,F & N & Y & 0 & 405000.0 & Working & Higher education & Married & House / apartment & -17465 & -7627 & 0 & 0 & 0 & 2.0,13.0
3350,F,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21093,-261,0,1,0,,1.0,-17.0,2.0,F & N & Y & 0 & 540000.0 & Commercial associate & Secondary / secondary special & Separated & House / apartment & -21093 & -261 & 0 & 1 & 0 & 1.0,3.0
3351,F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,0,0,1,,2.0,-17.0,2.0,F & N & Y & 0 & 675000.0 & Working & Secondary / secondary special & Married & House / apartment & -17964 & -6594 & 0 & 0 & 1 & 2.0,10.0
3352,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22179,365243,0,0,0,,2.0,-17.0,1.0,F & N & Y & 0 & 72000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -22179 & 365243 & 0 & 0 & 0 & 2.0,8.0
3353,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22266,365243,0,0,0,,2.0,-17.0,2.0,F & N & Y & 0 & 74700.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -22266 & 365243 & 0 & 0 & 0 & 2.0,5.0
3354,F,N,Y,0,76500.0,Pensioner,Higher education,Married,House / apartment,-23956,365243,0,0,0,,2.0,-17.0,1.0,F & N & Y & 0 & 76500.0 & Pensioner & Higher education & Married & House / apartment & -23956 & 365243 & 0 & 0 & 0 & 2.0,2.0
3355,F,N,Y,0,81000.0,State servant,Secondary / secondary special,Married,House / apartment,-15109,-8131,0,0,0,Medicine staff,2.0,-17.0,2.0,F & N & Y & 0 & 81000.0 & State servant & Secondary / secondary special & Married & House / apartment & -15109 & -8131 & 0 & 0 & 0 & 2.0,2.0
3356,F,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,-8255,-898,0,0,0,Core staff,3.0,-17.0,2.0,F & N & Y & 1 & 126000.0 & Working & Secondary / secondary special & Civil marriage & With parents & -8255 & -898 & 0 & 0 & 0 & 3.0,1.0
3357,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17315,-2128,0,0,0,Sales staff,2.0,-17.0,2.0,F & N & Y & 1 & 135000.0 & Working & Secondary / secondary special & Single / not married & House / apartment & -17315 & -2128 & 0 & 0 & 0 & 2.0,1.0
3358,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15575,-2448,0,1,0,,2.0,-17.0,2.0,F & N & Y & 1 & 157500.0 & Commercial associate & Secondary / secondary special & Single / not married & House / apartment & -15575 & -2448 & 0 & 1 & 0 & 2.0,1.0
3359,F,N,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-15646,-6094,0,1,1,Core staff,3.0,-17.0,0.0,F & N & Y & 1 & 180000.0 & Commercial associate & Higher education & Married & House / apartment & -15646 & -6094 & 0 & 1 & 1 & 3.0,1.0
3360,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,0,1,1,Core staff,2.0,-17.0,1.0,F & N & Y & 1 & 180000.0 & Commercial associate & Secondary / secondary special & Separated & House / apartment & -18520 & -2101 & 0 & 1 & 1 & 2.0,5.0
3361,F,N,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11722,-3653,0,0,0,Medicine staff,2.0,-17.0,2.0,F & N & Y & 1 & 180000.0 & Working & Secondary / secondary special & Single / not married & House / apartment & -11722 & -3653 & 0 & 0 & 0 & 2.0,1.0
3362,F,N,Y,1,193500.0,State servant,Higher education,Civil marriage,House / apartment,-12875,-1009,0,0,1,Managers,3.0,-17.0,1.0,F & N & Y & 1 & 193500.0 & State servant & Higher education & Civil marriage & House / apartment & -12875 & -1009 & 0 & 0 & 1 & 3.0,1.0
3363,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16103,-3565,0,1,0,Core staff,3.0,-17.0,2.0,F & N & Y & 1 & 202500.0 & Working & Secondary / secondary special & Married & House / apartment & -16103 & -3565 & 0 & 1 & 0 & 3.0,1.0
3364,F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,-12442,-2330,0,0,0,Core staff,3.0,-17.0,1.0,F & N & Y & 1 & 211500.0 & Working & Higher education & Married & House / apartment & -12442 & -2330 & 0 & 0 & 0 & 3.0,2.0
3365,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12008,-138,0,0,0,Sales staff,2.0,-17.0,2.0,F & N & Y & 1 & 225000.0 & Commercial associate & Higher education & Single / not married & House / apartment & -12008 & -138 & 0 & 0 & 0 & 2.0,3.0
3366,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,0,0,1,Accountants,3.0,-17.0,1.0,F & N & Y & 1 & 270000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -13679 & -4391 & 0 & 0 & 1 & 3.0,2.0
3367,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15608,-2755,0,0,0,Laborers,3.0,-17.0,1.0,F & N & Y & 1 & 270000.0 & Working & Secondary / secondary special & Married & House / apartment & -15608 & -2755 & 0 & 0 & 0 & 3.0,2.0
3368,F,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17781,-9044,0,1,0,Private service staff,3.0,-17.0,2.0,F & N & Y & 1 & 292500.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -17781 & -9044 & 0 & 1 & 0 & 3.0,2.0
3369,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,0,Sales staff,3.0,-17.0,2.0,F & N & Y & 1 & 67500.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -11084 & -1086 & 1 & 1 & 0 & 3.0,2.0
3370,F,N,Y,1,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14494,-1516,0,1,0,Core staff,3.0,-17.0,1.0,F & N & Y & 1 & 81000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -14494 & -1516 & 0 & 1 & 0 & 3.0,1.0
3371,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12908,-3592,0,1,0,Sales staff,4.0,-17.0,2.0,F & N & Y & 2 & 135000.0 & Working & Secondary / secondary special & Married & House / apartment & -12908 & -3592 & 0 & 1 & 0 & 4.0,2.0
3372,F,N,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-11729,-1153,0,0,0,Managers,4.0,-17.0,0.0,F & N & Y & 2 & 225000.0 & Commercial associate & Higher education & Married & House / apartment & -11729 & -1153 & 0 & 0 & 0 & 4.0,1.0
3373,F,N,Y,2,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11440,-2422,0,0,0,Sales staff,3.0,-17.0,2.0,F & N & Y & 2 & 337500.0 & Commercial associate & Secondary / secondary special & Single / not married & House / apartment & -11440 & -2422 & 0 & 0 & 0 & 3.0,2.0
3374,F,N,Y,2,54000.0,Commercial associate,Higher education,Married,House / apartment,-13091,-316,1,1,0,Sales staff,4.0,-17.0,2.0,F & N & Y & 2 & 54000.0 & Commercial associate & Higher education & Married & House / apartment & -13091 & -316 & 1 & 1 & 0 & 4.0,3.0
3375,F,N,Y,2,54000.0,Pensioner,Higher education,Married,House / apartment,-22087,365243,0,0,0,,4.0,-17.0,2.0,F & N & Y & 2 & 54000.0 & Pensioner & Higher education & Married & House / apartment & -22087 & 365243 & 0 & 0 & 0 & 4.0,2.0
3376,F,N,Y,3,157500.0,Working,Higher education,Married,House / apartment,-14274,-230,0,0,0,Accountants,5.0,-17.0,2.0,F & N & Y & 3 & 157500.0 & Working & Higher education & Married & House / apartment & -14274 & -230 & 0 & 0 & 0 & 5.0,2.0
3377,F,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17081,-2927,0,1,0,,2.0,-17.0,2.0,F & Y & N & 0 & 157500.0 & State servant & Secondary / secondary special & Married & House / apartment & -17081 & -2927 & 0 & 1 & 0 & 2.0,7.0
3378,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-20836,-8966,0,0,0,,2.0,-17.0,2.0,F & Y & N & 0 & 193500.0 & Working & Secondary / secondary special & Married & House / apartment & -20836 & -8966 & 0 & 0 & 0 & 2.0,1.0
3379,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,0,1,0,Accountants,2.0,-17.0,2.0,F & Y & N & 0 & 202500.0 & Commercial associate & Secondary / secondary special & Married & Municipal apartment & -21276 & -1128 & 0 & 1 & 0 & 2.0,2.0
3380,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14594,-2673,0,1,1,Accountants,2.0,-17.0,2.0,F & Y & N & 0 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -14594 & -2673 & 0 & 1 & 1 & 2.0,1.0
3381,F,Y,N,0,360000.0,Pensioner,Higher education,Married,House / apartment,-20782,365243,0,1,0,,2.0,-17.0,1.0,F & Y & N & 0 & 360000.0 & Pensioner & Higher education & Married & House / apartment & -20782 & 365243 & 0 & 1 & 0 & 2.0,1.0
3382,F,Y,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11307,-1325,0,0,0,Sales staff,3.0,-17.0,0.0,F & Y & N & 1 & 157500.0 & Working & Secondary / secondary special & Civil marriage & Municipal apartment & -11307 & -1325 & 0 & 0 & 0 & 3.0,2.0
3383,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20838,365243,0,0,0,,2.0,-17.0,2.0,F & Y & Y & 0 & 112500.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -20838 & 365243 & 0 & 0 & 0 & 2.0,3.0
3384,F,Y,Y,0,112500.0,Working,Incomplete higher,Single / not married,With parents,-8128,-951,0,0,1,Sales staff,1.0,-17.0,0.0,F & Y & Y & 0 & 112500.0 & Working & Incomplete higher & Single / not married & With parents & -8128 & -951 & 0 & 0 & 1 & 1.0,1.0
3385,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-12274,-3944,0,0,0,Managers,2.0,-17.0,0.0,F & Y & Y & 0 & 135000.0 & Working & Higher education & Married & House / apartment & -12274 & -3944 & 0 & 0 & 0 & 2.0,5.0
3386,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15840,-1834,0,0,0,Sales staff,2.0,-17.0,2.0,F & Y & Y & 0 & 157500.0 & Working & Secondary / secondary special & Married & House / apartment & -15840 & -1834 & 0 & 0 & 0 & 2.0,1.0
3387,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,0,0,Managers,2.0,-17.0,2.0,F & Y & Y & 0 & 180000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -18667 & -2150 & 1 & 0 & 0 & 2.0,4.0
3388,F,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-18891,-477,0,1,1,High skill tech staff,2.0,-17.0,2.0,F & Y & Y & 0 & 189000.0 & Working & Secondary / secondary special & Married & House / apartment & -18891 & -477 & 0 & 1 & 1 & 2.0,1.0
3389,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,0,0,0,Laborers,2.0,-17.0,2.0,F & Y & Y & 0 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -14450 & -2777 & 0 & 0 & 0 & 2.0,2.0
3390,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-22964,365243,0,0,0,,2.0,-17.0,2.0,F & Y & Y & 0 & 225000.0 & Pensioner & Higher education & Married & House / apartment & -22964 & 365243 & 0 & 0 & 0 & 2.0,4.0
3391,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,0,0,0,Sales staff,2.0,-17.0,0.0,F & Y & Y & 0 & 225000.0 & Working & Higher education & Civil marriage & House / apartment & -11067 & -492 & 0 & 0 & 0 & 2.0,5.0
3392,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,0,0,Accountants,2.0,-17.0,2.0,F & Y & Y & 0 & 247500.0 & Working & Higher education & Married & House / apartment & -11961 & -2224 & 1 & 0 & 0 & 2.0,4.0
3393,F,Y,Y,0,292500.0,Commercial associate,Higher education,Widow,House / apartment,-19148,-5744,0,1,1,,1.0,-17.0,2.0,F & Y & Y & 0 & 292500.0 & Commercial associate & Higher education & Widow & House / apartment & -19148 & -5744 & 0 & 1 & 1 & 1.0,2.0
3394,F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,-13505,-1234,0,0,0,Managers,2.0,-17.0,2.0,F & Y & Y & 0 & 306000.0 & Working & Higher education & Married & House / apartment & -13505 & -1234 & 0 & 0 & 0 & 2.0,4.0
3395,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-14498,-6123,0,0,1,Core staff,2.0,-17.0,0.0,F & Y & Y & 0 & 360000.0 & State servant & Higher education & Married & House / apartment & -14498 & -6123 & 0 & 0 & 1 & 2.0,3.0
3396,F,Y,Y,0,450000.0,Pensioner,Academic degree,Civil marriage,House / apartment,-21588,365243,0,1,0,,2.0,-17.0,2.0,F & Y & Y & 0 & 450000.0 & Pensioner & Academic degree & Civil marriage & House / apartment & -21588 & 365243 & 0 & 1 & 0 & 2.0,1.0
3397,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-19284,-2604,1,1,0,Core staff,2.0,-17.0,2.0,F & Y & Y & 0 & 90000.0 & State servant & Secondary / secondary special & Married & House / apartment & -19284 & -2604 & 1 & 1 & 0 & 2.0,5.0
3398,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,0,0,0,,2.0,-17.0,2.0,F & Y & Y & 1 & 112500.0 & Commercial associate & Secondary / secondary special & Separated & House / apartment & -12896 & -709 & 0 & 0 & 0 & 2.0,4.0
3399,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,0,0,0,,3.0,-17.0,1.0,F & Y & Y & 1 & 135000.0 & Working & Secondary / secondary special & Married & House / apartment & -16613 & -3235 & 0 & 0 & 0 & 3.0,3.0
3400,F,Y,Y,1,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17325,-764,0,1,0,,3.0,-17.0,1.0,F & Y & Y & 1 & 207000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -17325 & -764 & 0 & 1 & 0 & 3.0,2.0
3401,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11241,-1327,0,0,0,Laborers,3.0,-17.0,2.0,F & Y & Y & 1 & 225000.0 & Commercial associate & Higher education & Married & House / apartment & -11241 & -1327 & 0 & 0 & 0 & 3.0,1.0
3402,F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,0,1,0,Managers,3.0,-17.0,1.0,F & Y & Y & 1 & 391500.0 & Commercial associate & Higher education & Married & House / apartment & -17423 & -472 & 0 & 1 & 0 & 3.0,6.0
