ID,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,year_total,work_total,Nth_card,ability
5285,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,15702,-185,0,1,0,no_data,2,7,0,43,0.5,8,34.80054134
5286,F,Y,Y,0,540000,Commercial associate,Higher education,Separated,House / apartment,19347,-104,0,1,1,no_data,1,4,2,53,0.25,1,28.06215247
5287,F,Y,Y,0,540000,Pensioner,Higher education,Married,House / apartment,21290,0,0,0,0,retired,2,13,0,58.33,0,1,25.36402067
5288,F,Y,Y,0,540000,Working,Higher education,Separated,House / apartment,13151,-3725,0,0,0,Accountants,1,6,2,36,10.17,4,57.28835137
5289,F,Y,Y,0,661500,Commercial associate,Higher education,Married,House / apartment,20053,-3422,0,0,0,Accountants,2,18,2,54.92,9.33,1,39.77511875
5290,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,21350,0,0,1,0,retired,2,17,2,58.5,0,4,3.161592506
5291,F,Y,Y,0,67500,State servant,Higher education,Civil marriage,House / apartment,11954,-560,0,0,0,Core staff,2,9,2,32.75,1.5,1,5.924170616
5292,F,Y,Y,0,67500,State servant,Secondary / secondary special,Married,House / apartment,12829,-1529,1,0,0,High skill tech staff,2,19,2,35.08,4.17,1,5.973451327
5293,F,Y,Y,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,16447,-1468,1,0,0,Cleaning staff,2,11,1,45,4,3,4.506308832
5294,F,Y,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,19182,-900,0,1,0,no_data,2,7,2,52.5,2.42,1,3.692156219
5295,F,Y,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,19433,-3892,0,0,0,Sales staff,2,25,1,53.17,10.67,2,4.343349849
5296,F,Y,Y,0,675000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,18802,-913,0,0,0,no_data,2,10,0,51.5,2.5,5,37.73268489
5297,F,Y,Y,0,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,14480,-3718,0,1,0,no_data,2,2,0,39.67,10.17,1,62.72068389
5298,F,Y,Y,0,675000,Pensioner,Higher education,Married,House / apartment,21721,0,0,0,0,retired,2,23,2,59.5,0,2,31.07591732
5299,F,Y,Y,0,72000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,24777,0,0,1,0,retired,2,53,2,67.83,0,1,2.905920814
5300,F,Y,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,22314,0,0,1,0,retired,2,5,2,61.08,0,5,3.226673837
5301,F,Y,Y,0,72000,Working,Secondary / secondary special,Married,House / apartment,20761,-10149,1,1,0,Accountants,2,9,1,56.83,27.75,1,6.784771956
5302,F,Y,Y,0,72000,Working,Secondary / secondary special,Married,With parents,12138,-200,0,0,0,Cooking staff,2,24,2,33.25,0.5,3,6.031160998
5303,F,Y,Y,0,720000,Commercial associate,Higher education,Separated,House / apartment,20791,-4814,1,1,0,Managers,1,13,2,56.92,13.17,8,45.06478062
5304,F,Y,Y,0,720000,Commercial associate,Higher education,Separated,House / apartment,23298,-154,0,0,0,Managers,1,55,2,63.83,0.42,1,31.10957484
5305,F,Y,Y,0,720000,State servant,Higher education,Widow,House / apartment,15031,-5422,1,1,0,Core staff,1,12,1,41.17,14.83,2,74.92975336
5306,F,Y,Y,0,742500,Pensioner,Higher education,Separated,House / apartment,21792,0,0,0,0,retired,1,14,2,59.67,0,5,34.07213656
5307,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,21124,0,0,0,0,retired,2,18,2,57.83,0,5,3.621473206
5308,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,21622,0,0,0,0,retired,2,21,2,59.17,0,2,3.538063084
5309,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,23835,0,0,0,0,retired,2,9,2,65.25,0,1,3.209565765
5310,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23457,0,0,1,0,retired,1,23,1,64.25,0,2,3.26128661
5311,F,Y,Y,0,76500,State servant,Secondary / secondary special,Married,House / apartment,19395,-3156,1,1,0,Core staff,2,2,1,53.08,8.58,2,4.710881212
5312,F,Y,Y,0,76500,Working,Higher education,Married,House / apartment,17743,-4205,0,0,0,no_data,2,0,1,48.58,11.5,3,5.650760821
5313,F,Y,Y,0,76500,Working,Secondary / secondary special,Married,House / apartment,12380,-2287,1,1,0,High skill tech staff,2,6,2,33.92,6.25,2,7.579510552
5314,F,Y,Y,0,81000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,18067,-401,0,0,0,no_data,1,53,1,49.5,1.08,1,4.585078682
5315,F,Y,Y,0,81000,Pensioner,Higher education,Married,House / apartment,20399,0,0,0,0,retired,2,23,2,55.83,0,2,3.970782882
5316,F,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,19713,0,0,0,0,retired,2,37,2,54,0,1,4.108963628
5317,F,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,21360,0,0,1,0,retired,2,12,2,58.5,0,2,3.792134831
5318,F,Y,Y,0,81000,State servant,Higher education,Married,House / apartment,11256,-2691,0,0,0,Core staff,2,12,2,30.83,7.33,4,9.45709282
5319,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,12615,-843,0,0,0,Cooking staff,2,4,2,34.5,2.25,5,6.880733945
5320,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,13170,-763,1,0,0,Core staff,2,10,0,36.08,2.08,5,6.52857258
5321,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,13192,-2088,1,0,0,no_data,2,36,2,36.08,5.67,1,7.294668588
5322,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,18381,-2451,0,0,0,Security staff,2,45,2,50.33,6.67,1,5.084745763
5323,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,20051,-7593,0,1,0,Private service staff,2,8,2,54.92,20.75,3,6.501846203
5324,F,Y,Y,0,810000,Commercial associate,Incomplete higher,Married,House / apartment,15375,-6518,0,0,0,Managers,2,40,1,42.08,17.83,1,91.45308795
5325,F,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,21110,0,0,1,0,retired,2,50,2,57.83,0,1,4.050213169
5326,F,Y,Y,0,85500,Working,Higher education,Married,House / apartment,18438,-9724,0,1,0,Core staff,2,7,2,50.5,26.58,4,9.811797108
5327,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12606,-493,0,0,0,Cooking staff,2,14,2,34.5,1.33,1,7.430033848
5328,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,11160,-1904,0,0,0,Sales staff,2,54,2,30.58,5.17,1,9.723422645
5329,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,12262,-711,0,1,1,Medicine staff,2,14,1,33.58,1.92,1,7.791533201
5330,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,14116,-2269,0,0,0,Medicine staff,2,7,2,38.67,6.17,9,7.596859965
5331,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,16954,-3201,1,1,0,Sales staff,2,46,2,46.42,8.75,1,6.544026758
5332,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,17206,-1626,0,0,0,Sales staff,2,6,1,47.08,4.42,1,5.776636714
5333,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,21452,0,0,0,0,retired,2,9,1,58.75,0,7,4.195413015
5334,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,24805,0,0,0,0,retired,2,33,2,67.92,0,1,3.628300746
5335,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,19895,0,0,1,0,retired,2,4,2,54.5,0,2,4.523749686
5336,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,21454,0,0,0,0,retired,2,10,2,58.75,0,7,4.195021907
5337,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,21567,0,0,0,0,retired,2,36,2,59.08,0,1,4.173042148
5338,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,23118,0,0,1,0,retired,2,4,2,63.33,0,3,3.893070335
5339,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,24784,0,0,0,0,retired,2,54,2,67.83,0,1,3.631375081
5340,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,20267,0,0,1,0,retired,1,8,2,55.5,0,3,4.440716436
5341,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,21066,0,0,0,0,retired,1,7,1,57.67,0,3,4.272287098
5342,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,21973,0,0,0,0,retired,1,0,1,60.17,0,8,4.095935921
5343,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,19284,-2604,1,1,0,Core staff,2,14,2,52.83,7.08,5,5.395683453
5344,F,Y,Y,0,90000,Working,Higher education,Married,Co-op apartment,16999,-2438,0,0,0,no_data,2,30,2,46.5,6.67,1,6.180894169
5345,F,Y,Y,0,90000,Working,Higher education,Married,House / apartment,11351,-1172,1,0,0,Laborers,2,23,2,31.08,3.17,4,8.84173298
5346,F,Y,Y,0,90000,Working,Incomplete higher,Single / not married,With parents,8888,-126,0,0,1,no_data,1,9,2,24.33,0.33,1,10.27162748
5347,F,Y,Y,0,90000,Working,Secondary / secondary special,Civil marriage,With parents,9598,-1134,1,1,1,Cleaning staff,2,30,2,26.25,3.08,1,10.63327032
5348,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,13483,-5345,0,0,0,Laborers,2,8,2,36.92,14.58,5,11.05922831
5349,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,14867,-475,1,1,0,Sales staff,2,1,1,40.67,1.25,3,6.253474152
5350,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,16858,-3124,0,0,0,Private service staff,2,44,2,46.17,8.5,1,6.553079948
5351,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,18178,-1751,1,0,0,Waiters/barmen staff,2,49,2,49.75,4.75,1,5.478784927
5352,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,18950,-1002,1,1,0,Cooking staff,2,2,1,51.92,2.75,2,5.014486294
5353,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,19084,-128,1,0,0,Laborers,2,0,1,52.25,0.33,3,4.747837096
5354,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,19101,-1721,0,0,0,no_data,2,20,2,52.33,4.67,1,5.178365938
5355,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,21563,-3509,1,1,0,Sales staff,2,21,2,59,9.58,2,4.985044865
5356,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,9430,-721,0,0,1,no_data,2,4,2,25.83,1.92,1,10.3341371
5357,F,Y,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,18095,-10364,0,0,0,High skill tech staff,2,17,2,49.58,28.33,5,12.22351572
5358,F,Y,Y,0,99000,Pensioner,Higher education,Single / not married,House / apartment,18352,0,0,1,0,retired,1,60,2,50.25,0,1,5.394507411
5359,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21527,0,0,0,0,retired,2,7,2,58.92,0,3,4.59887583
5360,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,21014,0,0,0,0,retired,2,5,1,57.5,0,1,4.711144951
5361,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,22256,0,0,0,0,retired,2,14,1,60.92,0,2,4.448238677
5362,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,15588,-2781,0,0,0,Sales staff,2,36,2,42.67,7.58,1,7.730147576
5363,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,17200,-2960,0,1,0,Secretaries,2,23,2,47.08,8.08,1,6.952247191
5364,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,21030,-2299,0,0,0,no_data,2,10,2,57.58,6.25,3,5.285355827
5365,F,Y,Y,1,103500,Working,Incomplete higher,Civil marriage,House / apartment,8543,-1781,1,1,0,Sales staff,3,22,1,23.33,4.83,1,15.30612245
5366,F,Y,Y,1,103500,Working,Secondary / secondary special,Separated,House / apartment,10445,-680,0,0,1,Laborers,2,4,2,28.58,1.83,1,10.59907834
5367,F,Y,Y,1,108000,Working,Higher education,Separated,House / apartment,14798,-6333,0,0,0,no_data,2,49,2,40.5,17.33,1,12.75841701
5368,F,Y,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,15379,-796,0,0,0,Core staff,3,48,0,42.08,2.17,1,7.405883563
5369,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,10551,-3000,0,0,1,Core staff,3,7,2,28.92,8.17,11,14.89868892
5370,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11660,-807,0,0,0,Core staff,3,3,1,31.92,2.17,7,10.36579748
5371,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,12627,-1404,1,0,0,Sales staff,3,33,2,34.58,3.83,2,10.02405774
5372,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,13341,-4235,0,0,0,Accountants,3,25,2,36.5,11.58,1,12.35449154
5373,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,13448,-2422,0,0,0,Laborers,3,23,2,36.83,6.58,1,10.20315618
5374,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,15109,-1956,0,0,0,Core staff,3,23,0,41.33,5.33,6,8.553181784
5375,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,12896,-709,0,0,0,no_data,2,9,2,35.33,1.92,4,9.231147945
5376,F,Y,Y,1,112500,Working,Higher education,Married,House / apartment,10038,-2926,0,0,0,Laborers,3,2,1,27.5,8,1,15.81833521
5377,F,Y,Y,1,112500,Working,Higher education,Married,House / apartment,9032,-420,0,0,0,Managers,3,0,1,24.75,1.08,1,13.06316767
5378,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,13896,-344,0,0,0,Cooking staff,2,11,2,38,0.92,3,8.301357733
5379,F,Y,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,16031,-1237,0,0,0,Sales staff,3,6,2,43.92,3.33,1,7.60443423
5380,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,11497,-1648,0,0,0,Sales staff,3,10,2,31.5,4.5,4,11.42247944
5381,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,14045,-1043,0,0,0,Sales staff,3,36,0,38.42,2.83,1,8.652514998
5382,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,14222,-141,1,1,0,Cooking staff,3,34,2,38.92,0.33,1,7.989489383
5383,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,14234,-309,0,0,0,Core staff,3,1,1,39,0.83,6,8.078994614
5384,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,15174,-3292,1,0,0,Sales staff,3,40,2,41.5,9,4,9.468103013
5385,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,17860,-2439,0,0,0,no_data,3,43,1,48.92,6.67,1,7.295246741
5386,F,Y,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,11662,-604,0,0,0,Laborers,2,8,2,31.92,1.58,1,10.17362995
5387,F,Y,Y,1,112500,Working,Secondary / secondary special,Widow,House / apartment,16596,-8859,0,0,0,Laborers,2,9,1,45.42,24.25,1,14.54051958
5388,F,Y,Y,1,119700,Working,Higher education,Married,House / apartment,13058,-3329,0,1,0,no_data,3,12,2,35.75,9.08,2,12.30342276
5389,F,Y,Y,1,121500,State servant,Secondary / secondary special,Married,House / apartment,16114,-706,0,0,0,Core staff,3,3,1,44.08,1.92,6,7.885514019
5390,F,Y,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,15999,-3269,1,0,0,Sales staff,3,4,2,43.83,8.92,5,9.544383346
5391,F,Y,Y,1,126000,Commercial associate,Higher education,Married,House / apartment,12566,-132,0,0,0,Laborers,3,34,2,34.42,0.33,1,10.13350491
5392,F,Y,Y,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,10128,-367,0,1,0,Core staff,3,5,2,27.75,1,2,12.90851347
5393,F,Y,Y,1,126000,Working,Higher education,Married,House / apartment,9441,-157,0,0,0,no_data,3,2,1,25.83,0.42,8,13.57173632
5394,F,Y,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,13173,-1083,1,0,0,Sales staff,3,10,2,36.08,2.92,4,10.42183623
5395,F,Y,Y,1,130500,Working,Secondary / secondary special,Married,House / apartment,14152,-5560,0,0,0,Cooking staff,3,15,2,38.75,15.17,4,15.18854749
5396,F,Y,Y,1,133650,Commercial associate,Secondary / secondary special,Married,House / apartment,14596,-1965,0,0,0,no_data,3,6,2,40,5.33,4,10.58110997
5397,F,Y,Y,1,135000,Commercial associate,Higher education,Civil marriage,House / apartment,11062,-134,0,1,0,Accountants,3,9,2,30.25,0.33,7,12.35358712
5398,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,11278,-2481,0,0,0,no_data,3,1,1,30.83,6.75,9,15.34614073
5399,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,15481,-2874,0,0,0,Private service staff,3,2,1,42.42,7.83,4,10.70833664
5400,F,Y,Y,1,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,11469,-686,0,1,0,no_data,3,8,2,31.42,1.83,2,12.51970695
5401,F,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,11159,-856,0,0,0,Sales staff,3,0,1,30.5,2.33,8,13.10297971
5402,F,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,13399,-1386,0,0,0,High skill tech staff,3,40,2,36.67,3.75,1,11.23782569
5403,F,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,14687,-786,0,0,0,Sales staff,3,37,2,40.17,2.08,1,9.711531544
5404,F,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,14362,-3414,0,0,0,Sales staff,3,14,2,39.33,9.33,1,12.33101936
5405,F,Y,Y,1,135000,State servant,Higher education,Married,House / apartment,15243,-6659,0,0,0,Core staff,3,31,2,41.75,18.17,1,15.72693383
5406,F,Y,Y,1,135000,State servant,Secondary / secondary special,Married,Municipal apartment,12018,-2971,0,0,0,no_data,3,3,0,32.92,8.08,2,14.92207362
5407,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,10014,-2311,0,0,0,no_data,3,4,1,27.42,6.33,6,17.52563936
5408,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,11312,-472,0,0,1,Sales staff,3,26,0,31,1.25,3,12.45387454
5409,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,12071,-721,0,0,0,no_data,3,14,1,33,1.92,8,11.89427313
5410,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,13467,-393,0,0,0,Core staff,3,55,1,36.83,1,1,10.32583754
5411,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,14863,-4407,0,0,0,Managers,3,10,2,40.67,12,5,12.91124713
5412,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,9085,-109,1,0,0,Core staff,3,15,2,24.83,0.25,1,15.04010695
5413,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,9192,-1308,0,1,0,High skill tech staff,3,15,2,25.17,3.58,2,17.12328767
5414,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,10490,-597,0,0,1,no_data,3,9,2,28.75,1.58,1,13.64601233
5415,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,11160,-435,0,0,0,Sales staff,3,6,1,30.58,1.17,2,12.58741259
5416,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,13108,-1299,0,0,0,no_data,3,25,1,35.92,3.5,2,11.43195868
5417,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,13770,-4369,0,0,0,Sales staff,3,7,2,37.67,11.92,3,14.36017445
5418,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,14173,-217,0,0,0,Security staff,3,5,2,38.83,0.58,2,9.673258813
5419,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,14935,-1753,0,1,0,Sales staff,3,1,1,40.92,4.75,7,10.24123805
5420,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,15068,-2067,0,0,0,Sales staff,3,4,2,41.25,5.67,2,10.38381663
5421,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,16613,-3235,0,0,0,no_data,3,11,2,45.5,8.83,3,10.0911945
5422,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,Rented apartment,15428,-1723,0,0,0,Accountants,3,55,1,42.25,4.67,1,9.850419555
5423,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,With parents,10434,-803,0,0,0,Laborers,3,15,2,28.58,2.17,1,14.01723601
5424,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,With parents,10532,-117,0,0,0,Private service staff,3,7,2,28.83,0.25,6,12.96207393
5425,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,11810,-648,1,1,0,Sales staff,2,6,1,32.33,1.75,5,12.0946067
5426,F,Y,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,10898,-401,0,0,0,no_data,2,10,2,29.83,1.08,2,12.86081738
5427,F,Y,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,13548,-949,0,0,0,Laborers,2,46,2,37.08,2.58,1,10.71513612
5428,F,Y,Y,1,139500,Working,Secondary / secondary special,Married,House / apartment,16765,-1506,0,0,0,Sales staff,3,45,2,45.92,4.08,2,9.142145619
5429,F,Y,Y,1,144000,Working,Higher education,Married,House / apartment,12903,-2924,0,0,0,Accountants,3,12,1,35.33,8,5,14.43030364
5430,F,Y,Y,1,144000,Working,Higher education,Separated,House / apartment,13657,-4097,0,0,0,Core staff,2,7,1,37.42,11.17,3,15.06276151
5431,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,14474,-2259,0,0,1,Core staff,3,13,0,39.58,6.17,3,12.89398281
5432,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,17416,-201,0,0,0,no_data,3,1,0,47.67,0.5,4,9.148997967
5433,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,11938,-2162,0,0,0,Accountants,3,18,0,32.67,5.92,5,16.1108838
5434,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,13829,-3248,0,1,0,High skill tech staff,3,15,2,37.83,8.83,2,14.88517153
5435,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,13830,-4239,0,0,0,Laborers,3,1,1,37.83,11.58,4,16.42164529
5436,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,14220,-498,0,0,0,Sales staff,3,20,2,38.92,1.33,1,11.47791867
5437,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,15355,-4403,0,0,0,Sales staff,3,1,1,42,12,5,14.38093499
5438,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,With parents,12774,-536,1,0,0,no_data,3,5,1,35,1.42,1,12.86974996
5439,F,Y,Y,1,157500,Pensioner,Higher education,Married,House / apartment,13786,0,0,0,1,retired,3,28,2,37.75,0,1,11.42463369
5440,F,Y,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,20661,0,0,1,0,retired,3,5,2,56.58,0,9,7.623057935
5441,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,13811,-3380,0,0,0,Laborers,3,6,0,37.83,9.25,6,15.09922347
5442,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,11849,-2775,0,0,0,Sales staff,3,32,2,32.42,7.58,1,17.35728455
5443,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,14785,-4872,0,0,0,Managers,3,24,2,40.5,13.33,4,15.88822758
5444,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,16680,-2477,0,0,0,Managers,3,9,2,45.67,6.75,3,11.08920651
5445,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,9766,-2696,1,0,0,Sales staff,3,10,2,26.75,7.33,4,22.27722772
5446,F,Y,Y,1,157500,Working,Higher education,Married,With parents,10845,-521,0,0,1,High skill tech staff,3,5,2,29.67,1.42,6,15.25571484
5447,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,9800,-2109,0,0,1,Medicine staff,2,8,1,26.83,5.75,4,20.47848134
5448,F,Y,Y,1,157500,Working,Higher education,Single / not married,House / apartment,14649,-1534,0,0,0,no_data,2,18,2,40.08,4.17,3,12.00914983
5449,F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,13046,-2753,0,0,0,no_data,3,13,2,35.75,7.5,4,15.30166132
5450,F,Y,Y,1,157500,Working,Lower secondary,Married,House / apartment,14400,-1435,0,0,0,Sales staff,3,16,2,39.42,3.92,5,12.14809101
5451,F,Y,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,15851,-2317,0,0,0,Managers,3,49,2,43.42,6.33,2,11.63735777
5452,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,10808,-1739,0,0,0,Core staff,3,1,1,29.58,4.75,5,17.36685412
5453,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,12500,-5762,0,0,0,Managers,3,20,2,34.25,15.75,7,23.37488869
5454,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,12601,-6053,0,0,0,Cooking staff,3,41,2,34.5,16.58,1,24.053146
5455,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,12622,-678,0,1,0,Sales staff,3,9,2,34.58,1.83,3,13.18653717
5456,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,15813,-1345,0,0,0,Laborers,3,18,2,43.25,3.67,1,10.88609345
5457,F,Y,Y,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,10671,-1266,0,0,0,Private service staff,2,3,1,29.17,3.42,4,16.74641148
5458,F,Y,Y,1,1575000,Commercial associate,Higher education,Single / not married,House / apartment,10142,-2479,0,0,0,Managers,2,6,2,27.75,6.75,5,205.533081
5459,F,Y,Y,1,166500,Working,Higher education,Married,House / apartment,11782,-705,0,0,0,Core staff,3,8,2,32.25,1.92,2,15.03114562
5460,F,Y,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,13545,-3840,0,0,1,Medicine staff,3,23,2,37.08,10.5,4,17.1561051
5461,F,Y,Y,1,171000,Commercial associate,Incomplete higher,Married,House / apartment,11095,-1993,0,0,1,no_data,3,19,2,30.33,5.42,4,18.78707976
5462,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,11901,-183,0,0,1,Core staff,3,4,1,32.58,0.5,3,15.3609831
5463,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,9862,-2988,1,1,0,Core staff,3,45,2,27,8.17,1,26.185627
